station_id;00:00;01:00;02:00;03:00;04:00;05:00;06:00;07:00;08:00;09:00;10:00;11:00;12:00;13:00;14:00;15:00;16:00;17:00;18:00;19:00;20:00;21:00;22:00;23:00;capacity;lat;long;DisttoCentre;labels;labelsPCA
346;89,0;87,0;82,0;81,0;78,0;70,0;65,0;65,0;65,0;65,0;66,0;66,0;70,0;76,0;79,0;80,0;78,0;77,0;78,0;82,0;89,0;91,0;93,0;92,0;36;41,36065400000006;2,139132000000014;3,91;4;0
347;45,0;36,0;32,0;31,0;29,0;30,0;40,0;61,0;67,0;66,0;65,0;65,0;64,0;66,0;70,0;70,0;65,0;57,0;59,0;67,0;75,0;79,0;83,0;72,0;28;41,35949600000013;2,141820000000032;3,86;0;3
348;29,0;24,0;20,0;16,0;17,0;26,0;62,0;83,0;86,0;84,0;80,0;69,0;56,0;50,0;48,0;40,0;27,0;21,0;15,0;18,0;21,0;24,0;26,0;26,0;33;41,357067000000555;2,1415629999999837;4,09;2;2
349;38,0;28,0;23,0;21,0;23,0;27,0;49,0;73,0;76,0;71,0;61,0;51,0;44,0;42,0;41,0;35,0;21,0;19,0;29,0;46,0;52,0;53,0;55,0;50,0;33;41,357338000000546;2,1371719999999805;4,29;2;2
350;1,0;1,0;6,0;14,0;19,0;18,0;10,0;6,0;6,0;7,0;6,0;4,0;2,0;2,0;5,0;7,0;6,0;6,0;10,0;7,0;7,0;4,0;2,0;1,0;30;41,39183300000047;2,148120000000001;1,91;3;1
351;50,0;32,0;24,0;20,0;21,0;19,0;35,0;53,0;61,0;62,0;64,0;63,0;56,0;59,0;61,0;53,0;31,0;22,0;21,0;29,0;36,0;44,0;51,0;60,0;33;41,36213499999962;2,1356370000000107;3,99;2;3
352;40,0;25,0;20,0;17,0;18,0;25,0;60,0;80,0;76,0;69,0;62,0;46,0;36,0;40,0;44,0;33,0;16,0;11,0;15,0;24,0;29,0;36,0;42,0;50,0;28;41,36334999999969;2,1341440000000245;3,99;2;2
353;64,0;64,0;64,0;63,0;58,0;40,0;15,0;6,0;5,0;4,0;7,0;14,0;22,0;27,0;27,0;27,0;25,0;20,0;25,0;33,0;47,0;55,0;60,0;67,0;31;41,37541399999935;2,1231909999999847;4,13;1;4
354;75,0;74,0;77,0;78,0;75,0;62,0;23,0;8,0;12,0;21,0;21,0;26,0;43,0;58,0;63,0;60,0;62,0;64,0;72,0;73,0;73,0;77,0;79,0;81,0;27;41,37591999999961;2,1300799999999853;3,56;4;0
356;52,0;58,0;62,0;66,0;62,0;30,0;7,0;3,0;4,0;2,0;3,0;7,0;5,0;2,0;2,0;7,0;9,0;12,0;16,0;17,0;26,0;30,0;35,0;42,0;27;41,41342499999969;2,163410999999997;2,99;1;4
357;46,0;55,0;65,0;70,0;68,0;43,0;9,0;1,0;1,0;1,0;5,0;9,0;8,0;4,0;3,0;4,0;4,0;3,0;5,0;7,0;10,0;11,0;17,0;32,0;27;41,41061500000043;2,1579870000000287;2,81;1;4
358;72,0;73,0;73,0;68,0;66,0;50,0;37,0;39,0;54,0;66,0;70,0;68,0;66,0;69,0;72,0;73,0;74,0;76,0;79,0;80,0;78,0;76,0;73,0;70,0;26;41,3872249999996;2,1792700000000123;0,77;0;3
359;42,0;41,0;41,0;41,0;37,0;26,0;17,0;46,0;74,0;76,0;71,0;62,0;60,0;66,0;55,0;51,0;43,0;44,0;52,0;51,0;50,0;52,0;47,0;45,0;26;41,39002099999951;2,1775720000000343;0,71;0;3
360;15,0;15,0;15,0;15,0;15,0;19,0;28,0;33,0;38,0;32,0;33,0;41,0;28,0;13,0;10,0;9,0;8,0;7,0;15,0;18,0;19,0;21,0;20,0;17,0;30;41,3952129999998;2,172984000000026;0,94;3;1
361;39,0;28,0;18,0;13,0;11,0;24,0;64,0;86,0;89,0;88,0;87,0;80,0;73,0;62,0;62,0;64,0;55,0;48,0;51,0;53,0;53,0;53,0;52,0;50,0;33;41,37629200000056;2,178552999999981;1,39;0;3
362;12,0;12,0;13,0;14,0;15,0;15,0;11,0;8,0;5,0;8,0;17,0;20,0;18,0;13,0;12,0;13,0;14,0;12,0;15,0;17,0;18,0;19,0;12,0;5,0;31;41,39700599999949;2,1705699999999983;1,11;3;1
363;12,0;13,0;13,0;14,0;17,0;20,0;38,0;62,0;78,0;83,0;83,0;81,0;80,0;80,0;67,0;59,0;54,0;43,0;33,0;25,0;21,0;17,0;13,0;9,0;24;41,390759999999474;2,1744000000000256;0,55;2;2
364;1,0;1,0;1,0;2,0;12,0;37,0;59,0;71,0;76,0;68,0;60,0;44,0;16,0;5,0;6,0;6,0;6,0;6,0;4,0;4,0;4,0;2,0;1,0;1,0;33;41,393240000000375;2,163430000000001;0,89;2;2
365;24,0;24,0;24,0;22,0;20,0;20,0;9,0;7,0;6,0;4,0;7,0;9,0;8,0;5,0;9,0;12,0;12,0;10,0;17,0;22,0;24,0;17,0;13,0;13,0;25;41,387499000000325;2,1470200000000297;1,93;3;1
367;13,0;16,0;20,0;26,0;23,0;21,0;12,0;6,0;10,0;11,0;9,0;9,0;10,0;6,0;4,0;4,0;4,0;4,0;8,0;5,0;7,0;10,0;6,0;8,0;18;41,38505699999971;2,137330999999982;2,75;3;1
368;71,0;74,0;76,0;75,0;69,0;41,0;13,0;13,0;18,0;23,0;21,0;30,0;39,0;31,0;21,0;17,0;12,0;19,0;28,0;43,0;56,0;63,0;67,0;67,0;28;41,39681500000005;2,1757139999999864;1,19;1;4
369;68,0;68,0;68,0;69,0;68,0;50,0;15,0;4,0;7,0;20,0;17,0;24,0;36,0;45,0;39,0;28,0;26,0;22,0;28,0;33,0;46,0;52,0;57,0;64,0;27;41,40016800000011;2,177948000000011;1,6;1;4
370;40,0;42,0;44,0;44,0;47,0;35,0;9,0;5,0;5,0;6,0;10,0;17,0;18,0;19,0;13,0;14,0;15,0;12,0;22,0;28,0;26,0;28,0;29,0;34,0;30;41,403770000000534;2,1728639999999713;1,88;1;4
371;90,0;91,0;91,0;90,0;85,0;68,0;24,0;14,0;15,0;17,0;27,0;45,0;64,0;79,0;79,0;79,0;78,0;74,0;76,0;81,0;79,0;81,0;86,0;90,0;32;41,40402700000029;2,181264000000035;2,11;4;0
372;89,0;90,0;91,0;91,0;89,0;77,0;58,0;52,0;57,0;51,0;46,0;50,0;64,0;76,0;72,0;65,0;57,0;45,0;44,0;55,0;60,0;70,0;77,0;82,0;27;41,4001669999998;2,18436199999998;1,89;4;0
373;83,0;86,0;83,0;85,0;81,0;64,0;27,0;13,0;20,0;24,0;16,0;18,0;33,0;45,0;47,0;59,0;75,0;85,0;80,0;86,0;83,0;80,0;82,0;87,0;30;41,3750729999995;2,1613050000000182;1,51;4;0
374;0,0;0,0;0,0;1,0;3,0;6,0;14,0;29,0;38,0;33,0;27,0;19,0;7,0;3,0;5,0;4,0;4,0;4,0;4,0;3,0;3,0;2,0;1,0;2,0;33;41,395000000000366;2,1612299999999944;1,15;3;1
375;7,0;4,0;2,0;2,0;2,0;20,0;73,0;86,0;76,0;67,0;65,0;56,0;54,0;44,0;20,0;7,0;2,0;1,0;3,0;3,0;2,0;2,0;2,0;2,0;27;41,37215400000037;2,1807009999999996;1,88;2;2
376;5,0;4,0;2,0;1,0;4,0;27,0;78,0;92,0;79,0;69,0;62,0;51,0;49,0;44,0;29,0;8,0;2,0;3,0;4,0;2,0;1,0;1,0;1,0;1,0;27;41,37166300000064;2,1803019999999873;1,91;2;2
377;63,0;62,0;58,0;53,0;54,0;56,0;58,0;61,0;66,0;69,0;70,0;70,0;71,0;72,0;70,0;68,0;66,0;66,0;66,0;64,0;64,0;63,0;63,0;63,0;29;41,377469999999654;2,1837370000000034;1,56;0;3
378;61,0;60,0;58,0;57,0;55,0;52,0;47,0;54,0;67,0;74,0;75,0;74,0;77,0;75,0;71,0;78,0;87,0;83,0;79,0;69,0;68,0;67,0;68,0;66,0;21;41,37851600000045;2,176716000000003;1,1;0;3
380;42,0;33,0;26,0;15,0;13,0;16,0;33,0;62,0;76,0;82,0;85,0;84,0;83,0;82,0;82,0;78,0;75,0;76,0;76,0;71,0;67,0;61,0;58,0;52,0;24;41,38546299999959;2,174252000000019;0,39;0;3
381;75,0;75,0;76,0;76,0;73,0;67,0;53,0;25,0;12,0;12,0;16,0;20,0;23,0;31,0;37,0;41,0;40,0;47,0;55,0;66,0;75,0;76,0;78,0;79,0;33;41,38168600000041;2,1678159999999798;0,62;4;0
382;69,0;68,0;67,0;61,0;44,0;30,0;23,0;28,0;33,0;32,0;37,0;44,0;53,0;57,0;64,0;62,0;51,0;39,0;42,0;54,0;65,0;71,0;72,0;71,0;27;41,40393799999968;2,2041879999999923;3,42;4;0
384;43,0;45,0;45,0;46,0;50,0;32,0;12,0;4,0;3,0;4,0;5,0;15,0;20,0;16,0;18,0;14,0;11,0;11,0;15,0;21,0;26,0;33,0;40,0;47,0;24;41,380708000000375;2,1467929999999704;2,07;1;4
385;7,0;7,0;7,0;7,0;9,0;5,0;4,0;5,0;9,0;12,0;10,0;11,0;9,0;4,0;5,0;6,0;7,0;11,0;14,0;18,0;23,0;19,0;11,0;4,0;27;41,387977999999706;2,1552659999999872;1,24;3;1
386;83,0;84,0;85,0;83,0;80,0;61,0;23,0;10,0;10,0;10,0;12,0;14,0;20,0;30,0;34,0;41,0;48,0;58,0;73,0;76,0;83,0;82,0;85,0;89,0;24;41,375086;2,156848000000016;1,72;4;0
387;75,0;75,0;76,0;76,0;76,0;71,0;43,0;12,0;11,0;20,0;35,0;40,0;52,0;55,0;50,0;45,0;51,0;50,0;54,0;59,0;68,0;74,0;76,0;78,0;27;41,395796000000445;2,1787839999999696;1,22;4;0
388;87,0;88,0;87,0;84,0;79,0;62,0;28,0;6,0;5,0;8,0;11,0;13,0;24,0;37,0;42,0;52,0;69,0;73,0;75,0;82,0;83,0;86,0;90,0;89,0;27;41,38059300000061;2,1674179999999983;0,75;4;0
389;53,0;53,0;53,0;43,0;36,0;39,0;54,0;66,0;70,0;72,0;72,0;73,0;70,0;63,0;58,0;59,0;54,0;52,0;53,0;52,0;52,0;52,0;52,0;51,0;27;41,38738999999988;2,1875;1,46;0;3
390;62,0;59,0;55,0;55,0;51,0;39,0;23,0;23,0;41,0;52,0;56,0;65,0;69,0;75,0;71,0;68,0;74,0;76,0;75,0;72,0;73,0;74,0;72,0;65,0;25;41,38695500000068;2,181949999999981;1,0;0;3
391;93,0;93,0;93,0;94,0;93,0;88,0;80,0;42,0;26,0;23,0;24,0;28,0;28,0;33,0;39,0;47,0;54,0;61,0;72,0;80,0;84,0;90,0;93,0;92,0;27;41,42287299999973;2,1912039999999857;4,36;4;0
392;41,0;36,0;32,0;29,0;28,0;24,0;44,0;77,0;89,0;87,0;86,0;82,0;86,0;85,0;81,0;71,0;40,0;27,0;16,0;24,0;43,0;51,0;57,0;54,0;18;41,3905950000005;2,190681000000024;1,77;0;3
393;27,0;27,0;26,0;22,0;17,0;25,0;63,0;83,0;84,0;77,0;72,0;70,0;61,0;54,0;58,0;50,0;20,0;9,0;11,0;14,0;19,0;27,0;27,0;27,0;32;41,402176999999945;2,1976529999999657;2,86;2;2
394;4,0;4,0;4,0;4,0;3,0;4,0;21,0;43,0;65,0;74,0;79,0;67,0;42,0;22,0;14,0;12,0;10,0;9,0;13,0;12,0;13,0;11,0;8,0;5,0;27;41,38715099999981;2,1628379999999807;0,6;2;2
395;1,0;1,0;2,0;3,0;7,0;37,0;75,0;75,0;78,0;81,0;79,0;73,0;59,0;49,0;48,0;40,0;29,0;19,0;14,0;5,0;3,0;3,0;3,0;2,0;33;41,38600900000058;2,170211999999993;0,11;2;2
396;25,0;23,0;18,0;16,0;16,0;15,0;17,0;66,0;80,0;73,0;73,0;68,0;71,0;75,0;75,0;74,0;63,0;50,0;45,0;53,0;56,0;55,0;48,0;38,0;32;41,389028000000394;2,1968440000000355;2,25;0;3
397;15,0;14,0;12,0;12,0;13,0;17,0;41,0;84,0;93,0;89,0;89,0;85,0;82,0;78,0;67,0;61,0;44,0;35,0;46,0;48,0;45,0;40,0;30,0;24,0;27;41,388893999999766;2,199333999999983;2,46;2;2
398;78,0;68,0;44,0;33,0;29,0;22,0;40,0;46,0;65,0;79,0;78,0;78,0;77,0;71,0;75,0;80,0;89,0;91,0;91,0;90,0;89,0;90,0;91,0;90,0;27;41,38101100000043;2,1935020000000156;2,07;0;3
400;1,0;1,0;1,0;9,0;21,0;39,0;80,0;93,0;89,0;85,0;80,0;77,0;75,0;71,0;68,0;51,0;23,0;14,0;13,0;8,0;7,0;3,0;2,0;2,0;28;41,369579999999566;2,1880169999999657;2,45;2;2
401;45,0;43,0;36,0;30,0;27,0;37,0;39,0;60,0;76,0;84,0;87,0;82,0;74,0;67,0;71,0;75,0;79,0;86,0;87,0;88,0;88,0;85,0;76,0;57,0;24;41,381240999999406;2,1818379999999857;1,18;0;3
402;42,0;34,0;24,0;18,0;15,0;15,0;17,0;41,0;63,0;71,0;75,0;76,0;76,0;78,0;81,0;83,0;83,0;81,0;84,0;85,0;85,0;83,0;79,0;64,0;27;41,380704999999644;2,1824149999999927;1,25;0;3
404;54,0;39,0;21,0;14,0;13,0;19,0;62,0;71,0;63,0;59,0;56,0;51,0;48,0;34,0;31,0;27,0;16,0;13,0;26,0;42,0;62,0;72,0;77,0;75,0;32;41,36537400000061;2,1330869999999953;3,92;0;3
405;33,0;34,0;33,0;32,0;30,0;17,0;6,0;3,0;2,0;2,0;4,0;10,0;11,0;7,0;7,0;9,0;9,0;11,0;8,0;12,0;19,0;21,0;24,0;28,0;26;41,38551000000006;2,1520000000000246;1,52;3;1
406;2,0;1,0;1,0;4,0;4,0;14,0;41,0;73,0;82,0;78,0;71,0;58,0;45,0;39,0;34,0;30,0;18,0;15,0;14,0;10,0;10,0;7,0;5,0;5,0;33;41,38651200000013;2,1645969999999743;0,46;2;2
408;15,0;10,0;7,0;7,0;7,0;8,0;24,0;69,0;84,0;90,0;89,0;81,0;76,0;77,0;78,0;73,0;66,0;50,0;29,0;20,0;18,0;18,0;17,0;16,0;39;41,38898799999966;2,1922830000000135;1,87;2;2
409;51,0;52,0;49,0;41,0;40,0;31,0;43,0;74,0;86,0;86,0;80,0;75,0;64,0;59,0;64,0;58,0;41,0;31,0;31,0;40,0;50,0;56,0;57,0;53,0;27;41,39227200000014;2,1925559999999833;1,97;0;3
410;48,0;36,0;27,0;17,0;14,0;15,0;32,0;75,0;87,0;86,0;86,0;87,0;82,0;74,0;74,0;75,0;72,0;68,0;68,0;67,0;67,0;69,0;66,0;62,0;33;41,37643300000039;2,178709999999986;1,38;0;3
412;3,0;3,0;2,0;4,0;5,0;11,0;26,0;64,0;86,0;86,0;83,0;77,0;57,0;47,0;44,0;43,0;37,0;31,0;28,0;18,0;12,0;10,0;6,0;3,0;27;41,3890119999997;2,1726670000000277;0,31;2;2
413;8,0;8,0;7,0;7,0;8,0;10,0;36,0;60,0;71,0;70,0;67,0;57,0;49,0;31,0;23,0;15,0;11,0;9,0;7,0;8,0;7,0;8,0;6,0;3,0;32;41,39351199999962;2,1707180000000132;0,72;2;2
414;18,0;20,0;20,0;21,0;21,0;22,0;20,0;22,0;33,0;38,0;39,0;41,0;37,0;37,0;39,0;49,0;54,0;47,0;38,0;38,0;33,0;27,0;23,0;17,0;33;41,39374400000061;2,1764510000000237;0,92;3;1
415;92,0;92,0;92,0;92,0;85,0;73,0;44,0;15,0;7,0;7,0;8,0;12,0;21,0;28,0;44,0;62,0;72,0;66,0;71,0;84,0;89,0;92,0;93,0;88,0;25;41,37937400000009;2,168920999999974;0,85;4;0
416;91,0;92,0;91,0;91,0;91,0;83,0;70,0;48,0;34,0;22,0;15,0;15,0;20,0;23,0;33,0;49,0;68,0;76,0;79,0;85,0;88,0;91,0;93,0;91,0;27;41,37813399999956;2,169650000000028;0,99;4;0
418;57,0;53,0;50,0;50,0;52,0;40,0;24,0;13,0;29,0;44,0;52,0;53,0;42,0;45,0;51,0;56,0;67,0;74,0;76,0;74,0;68,0;70,0;68,0;61,0;27;41,390942999999545;2,180250999999999;0,96;0;3
419;72,0;72,0;71,0;71,0;71,0;72,0;60,0;37,0;28,0;32,0;41,0;50,0;58,0;63,0;71,0;79,0;83,0;86,0;85,0;81,0;73,0;73,0;71,0;72,0;33;41,3912989999998;2,1808280000000155;1,02;4;0
420;21,0;21,0;21,0;24,0;25,0;21,0;19,0;10,0;9,0;8,0;5,0;9,0;10,0;7,0;10,0;17,0;11,0;12,0;16,0;20,0;18,0;16,0;19,0;22,0;27;41,374212999999415;2,148081999999994;2,32;3;1
421;15,0;16,0;18,0;20,0;26,0;35,0;12,0;12,0;9,0;8,0;15,0;22,0;22,0;22,0;26,0;29,0;28,0;21,0;25,0;29,0;26,0;23,0;19,0;15,0;33;41,37803100000018;2,1391240000000216;2,77;3;1
423;83,0;83,0;83,0;83,0;82,0;78,0;62,0;46,0;45,0;48,0;53,0;60,0;65,0;62,0;63,0;64,0;65,0;61,0;68,0;76,0;77,0;77,0;81,0;86,0;32;41,420201000000546;2,1895320000000202;4,03;4;0
424;83,0;79,0;69,0;57,0;50,0;40,0;25,0;19,0;32,0;44,0;45,0;50,0;58,0;63,0;66,0;73,0;82,0;85,0;86,0;87,0;90,0;93,0;96,0;93,0;27;41,379632000000115;2,1926619999999915;2,06;4;0
426;69,0;73,0;74,0;73,0;73,0;60,0;28,0;20,0;30,0;37,0;42,0;45,0;52,0;68,0;64,0;58,0;53,0;52,0;50,0;49,0;46,0;55,0;60,0;64,0;33;41,39830499999967;2,1830230000000292;1,66;4;0
427;82,0;78,0;78,0;73,0;75,0;65,0;46,0;16,0;11,0;13,0;17,0;28,0;45,0;48,0;55,0;65,0;75,0;77,0;79,0;85,0;87,0;91,0;91,0;91,0;20;41,37533600000015;2,16800699999999;1,31;4;0
428;25,0;25,0;26,0;26,0;27,0;32,0;55,0;80,0;87,0;86,0;80,0;68,0;56,0;51,0;44,0;40,0;24,0;12,0;10,0;13,0;15,0;19,0;24,0;25,0;27;41,39838900000069;2,1962610000000304;2,53;2;2
492;8,0;9,0;9,0;11,0;12,0;13,0;12,0;15,0;21,0;24,0;24,0;24,0;22,0;20,0;17,0;16,0;14,0;18,0;16,0;15,0;16,0;15,0;11,0;6,0;24;41,39442480000045;2,175102599999966;0,93;3;1
494;0,0;0,0;0,0;0,0;2,0;13,0;47,0;80,0;87,0;86,0;85,0;82,0;68,0;46,0;30,0;18,0;9,0;7,0;5,0;3,0;2,0;1,0;1,0;0,0;24;41,389670299999395;2,1654279000000014;0,49;2;2
495;4,0;4,0;4,0;5,0;8,0;12,0;14,0;13,0;14,0;13,0;11,0;9,0;6,0;6,0;8,0;9,0;13,0;23,0;30,0;22,0;12,0;8,0;6,0;6,0;24;41,376708100000336;2,1483946999999914;2,14;3;1
496;63,0;66,0;68,0;68,0;67,0;53,0;18,0;4,0;3,0;4,0;7,0;16,0;15,0;16,0;14,0;16,0;30,0;38,0;49,0;52,0;52,0;51,0;53,0;58,0;18;41,40483899999974;2,1748199999999738;2,02;1;4
